transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,masked_email,masked_phone,revenue,year,month,product_name_master,category_master,price_master
5686,1077,Mandy Hess,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-09-10,4,Cash,0.35,MandyHess@yahoo.com,8659003856,successful,M***@yahoo.com,******3856,650000.0,2025,September,Laptop,Electronics,250000
5687,1806,Michele Lewis,102,70000.0,Phone,Electronics,online,Bangalore,2026-03-16,4,Cash,0.2,MicheleLewis@yahoo.com,7817206142,successful,M***@yahoo.com,******6142,224000.0,2026,March,Phone,Electronics,70000
5688,1478,Susan Davis,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-06-08,2,UPI,0.2,SusanDavis@outlook.com,7823144580,successful,S***@outlook.com,******4580,400000.0,2025,June,Laptop,Electronics,250000
5689,1578,Alexander Peterson,103,1300.0,Shirt,Clothing,offline,Chennai,2025-06-23,1,NetBanking,0.35,Alexander91@gmail.com,8468245309,successful,A***@gmail.com,******5309,845.0,2025,June,Shirt,Clothing,1300
5690,1303,Dustin Carter,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2026-01-22,4,Cash,0.2,DustinCarter@gmail.com,7754180762,successful,D***@gmail.com,******0762,208000.0,2026,January,Refrigerator,Home Appliances,65000
5691,1209,Jenna Moses,101,250000.0,Laptop,Electronics,online,Mumbai,2026-02-03,4,UPI,0.05,JennaMoses@outlook.com,9956435101,successful,J***@outlook.com,******5101,950000.0,2026,February,Laptop,Electronics,250000
5692,1352,Susan Johnson,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-04-27,3,NetBanking,0.2,SusanJohnson@outlook.com,7754830056,successful,S***@outlook.com,******0056,156000.0,2025,April,Refrigerator,Home Appliances,65000
5693,1413,Emily Hinton,106,80000.0,Sofa,Furniture,offline,Delhi,2026-03-14,4,UPI,0.1,EmilyHinton@yahoo.com,8098671689,successful,E***@yahoo.com,******1689,288000.0,2026,March,Sofa,Furniture,80000
5694,1058,Edward Campbell,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-07-14,4,Cash,0.25,EdwardCampbell@outlook.com,6676434886,successful,E***@outlook.com,******4886,195000.0,2025,July,Refrigerator,Home Appliances,65000
5695,1533,Stephanie Todd,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-02-12,2,Card,0.2,Stephanie95@gmail.com,6139566886,successful,S***@gmail.com,******6886,72000.0,2026,February,Microwave,Home Appliances,45000
5696,1325,Jennifer Morgan,105,45000.0,Tv,Electronics,online,Delhi,2025-11-09,5,Card,0.1,JenniferMorgan@outlook.com,7465070876,successful,J***@outlook.com,******0876,202500.0,2025,November,TV,Electronics,45000
5697,1894,Marcus Bentley,102,70000.0,Phone,Electronics,online,Delhi,2026-03-28,3,NetBanking,0.25,MarcusBentley@yahoo.com,6191611762,successful,M***@yahoo.com,******1762,157500.0,2026,March,Phone,Electronics,70000
5698,1165,Alexis Wilson,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-08-14,4,Cash,0.25,AlexisWilson@outlook.com,8835218963,successful,A***@outlook.com,******8963,195000.0,2025,August,Refrigerator,Home Appliances,65000
5699,1862,Sydney Love,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-03-15,3,Cash,0.35,Sydney27@gmail.com,8272196396,successful,S***@gmail.com,******6396,15600.0,2026,March,Shoes,Clothing,8000
5700,1687,Jason Perry,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-01-09,1,Cash,0.35,JasonPerry@gmail.com,8254074157,successful,J***@gmail.com,******4157,9750.0,2026,January,Mixer Grinder,Home Appliances,15000
5701,1540,Derek Brooks,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-11-27,1,NetBanking,0.35,Derek17@gmail.com,8668740281,successful,D***@gmail.com,******0281,29250.0,2025,November,TV,Electronics,45000
5702,1827,Monique Lee,106,80000.0,Sofa,Furniture,offline,Delhi,2025-12-09,1,Cash,0.15,Monique38@gmail.com,9706167044,successful,M***@gmail.com,******7044,68000.0,2025,December,Sofa,Furniture,80000
5703,1059,Justin Taylor,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-07-27,3,Cash,0.2,Justin44@gmail.com,7479701241,successful,J***@gmail.com,******1241,3120.0,2025,July,Shirt,Clothing,1300
5704,1226,Charles Wright,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-11-24,1,NetBanking,0.1,Charles36@gmail.com,8503536766,successful,C***@gmail.com,******6766,40500.0,2025,November,Microwave,Home Appliances,45000
5705,1686,Jennifer Perry,102,70000.0,Phone,Electronics,online,Hyderabad,2025-11-09,4,Cash,0.1,JenniferPerry@yahoo.com,9375753551,successful,J***@yahoo.com,******3551,252000.0,2025,November,Phone,Electronics,70000
5706,1102,Christine Cooper,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-09-29,1,NetBanking,0.2,ChristineCooper@yahoo.com,6715218130,successful,C***@yahoo.com,******8130,6400.0,2025,September,Shoes,Clothing,8000
5707,1426,Donna Burns,104,8000.0,Shoes,Clothing,online,Bangalore,2025-07-02,4,UPI,0.1,Donna85@gmail.com,9748929303,successful,D***@gmail.com,******9303,28800.0,2025,July,Shoes,Clothing,8000
5708,1251,Edward Rangel,104,8000.0,Shoes,Clothing,online,Mumbai,2025-07-21,1,Card,0.05,Edward61@gmail.com,8953242839,successful,E***@gmail.com,******2839,7600.0,2025,July,Shoes,Clothing,8000
5709,1626,Luke Martin,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-08-06,2,Card,0.4,LukeMartin@outlook.com,9228693387,successful,L***@outlook.com,******3387,78000.0,2025,August,Refrigerator,Home Appliances,65000
5710,1910,Shelby Barnett,103,1300.0,Shirt,Clothing,online,Hyderabad,2026-01-11,2,Cash,0.05,ShelbyBarnett@yahoo.com,6649404034,successful,S***@yahoo.com,******4034,2470.0,2026,January,Shirt,Clothing,1300
5711,1587,Dylan Colon,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-07-28,4,UPI,0.4,Dylan70@gmail.com,7381591882,successful,D***@gmail.com,******1882,108000.0,2025,July,Microwave,Home Appliances,45000
5712,1034,Laura Landry,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-03-09,2,Card,0.15,LauraLandry@yahoo.com,7998918246,successful,L***@yahoo.com,******8246,13600.0,2026,March,Shoes,Clothing,8000
5713,1349,Jessica Hall,104,8000.0,Shoes,Clothing,online,Delhi,2026-02-18,5,Cash,0.15,JessicaHall@gmail.com,9094322681,successful,J***@gmail.com,******2681,34000.0,2026,February,Shoes,Clothing,8000
5714,1904,Zachary Perry,105,45000.0,Tv,Electronics,online,Delhi,2025-10-11,2,NetBanking,0.25,ZacharyPerry@outlook.com,7569690311,successful,Z***@outlook.com,******0311,67500.0,2025,October,TV,Electronics,45000
5714,1904,Zachary Perry,105,45000.0,Tv,Electronics,online,Delhi,2025-10-11,2,NetBanking,0.25,ZacharyPerry@outlook.com,7569690311,failed,Z***@outlook.com,******0311,67500.0,2025,October,TV,Electronics,45000
5715,1311,Elizabeth Peck,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-09-05,4,UPI,0.1,ElizabethPeck@yahoo.com,9112760130,successful,E***@yahoo.com,******0130,4680.0,2025,September,Shirt,Clothing,1300
5716,1543,Victoria Moore,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-09-09,1,Card,0.4,VictoriaMoore@gmail.com,9139087029,successful,V***@gmail.com,******7029,780.0,2025,September,Shirt,Clothing,1300
5717,1357,Justin Cooper,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-27,1,UPI,0.35,JustinCooper@gmail.com,6772522525,successful,J***@gmail.com,******2525,845.0,2025,November,Shirt,Clothing,1300
5718,1412,Caitlyn Reyes,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-12-12,3,Card,0.2,Caitlyn18@gmail.com,6482788393,successful,C***@gmail.com,******8393,600000.0,2025,December,Laptop,Electronics,250000
5719,1713,Carolyn Sanchez,106,80000.0,Sofa,Furniture,online,Mumbai,2025-12-10,1,NetBanking,0.1,CarolynSanchez@outlook.com,7658249668,successful,C***@outlook.com,******9668,72000.0,2025,December,Sofa,Furniture,80000
5720,1165,Alexis Wilson,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-10-03,5,Cash,0.2,AlexisWilson@outlook.com,8835218963,successful,A***@outlook.com,******8963,60000.0,2025,October,Mixer Grinder,Home Appliances,15000
5721,1002,John Martin,110,45000.0,Microwave,Home Appliances,online,Mumbai,2026-02-17,2,UPI,0.15,John13@gmail.com,6797221928,successful,J***@gmail.com,******1928,76500.0,2026,February,Microwave,Home Appliances,45000
5722,1902,Sandra Buck,104,8000.0,Shoes,Clothing,offline,Chennai,2025-05-08,5,NetBanking,0.1,SandraBuck@yahoo.com,8421299565,successful,S***@yahoo.com,******9565,36000.0,2025,May,Shoes,Clothing,8000
5723,1184,Oscar Tucker,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-12-24,1,NetBanking,0.4,Oscar71@gmail.com,8351864909,successful,O***@gmail.com,******4909,27000.0,2025,December,Microwave,Home Appliances,45000
5724,1191,Jeremy Werner,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-22,3,NetBanking,0.3,JeremyWerner@outlook.com,7058236455,successful,J***@outlook.com,******6455,2730.0,2025,September,Shirt,Clothing,1300
5725,1516,Alexander Holder,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-08-04,1,Card,0.25,AlexanderHolder@yahoo.com,8037881994,successful,A***@yahoo.com,******1994,6000.0,2025,August,Shoes,Clothing,8000
5726,1267,Thomas Crawford,103,1300.0,Shirt,Clothing,offline,Bangalore,2026-06-01,4,NetBanking,0.15,ThomasCrawford@gmail.com,8354277950,successful,T***@gmail.com,******7950,4420.0,2026,June,Shirt,Clothing,1300
5727,1818,Brooke Miles,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-07-29,3,UPI,0.4,Brooke2@gmail.com,6412282946,successful,B***@gmail.com,******2946,81000.0,2025,July,TV,Electronics,45000
5728,1188,Anthony Martinez,103,1300.0,Shirt,Clothing,online,Hyderabad,2026-03-01,4,Card,0.1,Anthony65@gmail.com,9417798324,successful,A***@gmail.com,******8324,4680.0,2026,March,Shirt,Clothing,1300
5729,1668,Mary Dyer,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-06-05,3,UPI,0.05,MaryDyer@outlook.com,8124999322,successful,M***@outlook.com,******9322,22800.0,2025,June,Shoes,Clothing,8000
5730,1642,Jeffrey Taylor,103,1300.0,Shirt,Clothing,online,Delhi,2026-01-03,1,Cash,0.2,JeffreyTaylor@gmail.com,9649394399,successful,J***@gmail.com,******4399,1040.0,2026,January,Shirt,Clothing,1300
5731,1410,Emily Johnson,101,250000.0,Laptop,Electronics,online,Chennai,2026-02-01,5,NetBanking,0.3,EmilyJohnson@outlook.com,8475058944,successful,E***@outlook.com,******8944,875000.0,2026,February,Laptop,Electronics,250000
5732,1010,Robert Jackson,105,45000.0,Tv,Electronics,online,Hyderabad,2025-11-23,3,Cash,0.1,Robert42@gmail.com,7244142514,successful,R***@gmail.com,******2514,121500.0,2025,November,TV,Electronics,45000
5733,1249,Brittany Ortega,101,250000.0,Laptop,Electronics,offline,Chennai,2026-04-02,2,NetBanking,0.1,BrittanyOrtega@gmail.com,7622885914,successful,B***@gmail.com,******5914,450000.0,2026,April,Laptop,Electronics,250000
5734,1279,Martin Bass,104,8000.0,Shoes,Clothing,offline,Chennai,2025-05-16,1,UPI,0.1,Martin99@gmail.com,8857908762,successful,M***@gmail.com,******8762,7200.0,2025,May,Shoes,Clothing,8000
5735,1833,Angela Coleman,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-02-13,5,Cash,0.35,AngelaColeman@gmail.com,7033313398,successful,A***@gmail.com,******3398,48750.0,2026,February,Mixer Grinder,Home Appliances,15000
5736,1604,Melissa Mcpherson,101,250000.0,Laptop,Electronics,offline,Delhi,2025-06-08,1,UPI,0.4,MelissaMcpherson@yahoo.com,7711485081,successful,M***@yahoo.com,******5081,150000.0,2025,June,Laptop,Electronics,250000
5737,1047,William Melendez,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-12-06,4,UPI,0.4,WilliamMelendez@yahoo.com,7265201992,successful,W***@yahoo.com,******1992,156000.0,2025,December,Refrigerator,Home Appliances,65000
5738,1309,Jonathan Turner,106,80000.0,Sofa,Furniture,offline,Hyderabad,2026-04-16,5,Cash,0.2,JonathanTurner@outlook.com,9235217306,successful,J***@outlook.com,******7306,320000.0,2026,April,Sofa,Furniture,80000
5739,1684,Leslie Cole,106,80000.0,Sofa,Furniture,online,Bangalore,2026-01-14,3,UPI,0.1,Leslie93@gmail.com,8514494177,successful,L***@gmail.com,******4177,216000.0,2026,January,Sofa,Furniture,80000
5740,1140,Jessica Underwood,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-12-07,1,Cash,0.25,JessicaUnderwood@yahoo.com,9187165486,successful,J***@yahoo.com,******5486,11250.0,2025,December,Mixer Grinder,Home Appliances,15000
5741,1775,Christopher Garcia,106,80000.0,Sofa,Furniture,offline,Mumbai,2026-02-01,2,Card,0.05,ChristopherGarcia@outlook.com,6489129873,successful,C***@outlook.com,******9873,152000.0,2026,February,Sofa,Furniture,80000
5742,1457,Carla Smith,106,80000.0,Sofa,Furniture,offline,Chennai,2025-06-05,5,Cash,0.35,CarlaSmith@yahoo.com,9399875795,successful,C***@yahoo.com,******5795,260000.0,2025,June,Sofa,Furniture,80000
5743,1037,Matthew Olson,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-12-28,2,UPI,0.15,Matthew78@gmail.com,6837676198,successful,M***@gmail.com,******6198,25500.0,2025,December,Mixer Grinder,Home Appliances,15000
5744,1309,Jonathan Turner,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-09-29,4,NetBanking,0.05,JonathanTurner@outlook.com,9235217306,successful,J***@outlook.com,******7306,171000.0,2025,September,Microwave,Home Appliances,45000
5746,1003,Alexandria Nelson,101,250000.0,Laptop,Electronics,online,Bangalore,2025-04-21,2,Card,0.35,AlexandriaNelson@yahoo.com,9380289088,successful,A***@yahoo.com,******9088,325000.0,2025,April,Laptop,Electronics,250000
5746,1003,Alexandria Nelson,101,250000.0,Laptop,Electronics,online,Bangalore,2025-04-21,2,Card,0.35,AlexandriaNelson@yahoo.com,9380289088,failed,A***@yahoo.com,******9088,325000.0,2025,April,Laptop,Electronics,250000
5747,1147,Kimberly Martin,101,250000.0,Laptop,Electronics,online,Delhi,2026-03-26,1,UPI,0.25,KimberlyMartin@gmail.com,6821785166,successful,K***@gmail.com,******5166,187500.0,2026,March,Laptop,Electronics,250000
5748,1717,Evelyn Miller,102,70000.0,Phone,Electronics,online,Hyderabad,2025-09-19,5,Cash,0.25,Evelyn20@gmail.com,9246252217,successful,E***@gmail.com,******2217,262500.0,2025,September,Phone,Electronics,70000
5749,1417,Michael Wade,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-09-25,1,Card,0.1,MichaelWade@outlook.com,9748104622,successful,M***@outlook.com,******4622,45000.0,2025,September,Dining Table,Furniture,50000
5750,1424,Karen White,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-03-24,5,UPI,0.1,Karen80@gmail.com,9793511460,successful,K***@gmail.com,******1460,36000.0,2026,March,Shoes,Clothing,8000
5751,1620,Craig Jacobs,102,70000.0,Phone,Electronics,online,Bangalore,2025-11-30,4,Cash,0.4,CraigJacobs@gmail.com,6262260901,successful,C***@gmail.com,******0901,168000.0,2025,November,Phone,Electronics,70000
5752,1521,Nicole Mills,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-12-24,3,Cash,0.35,Nicole23@gmail.com,7642099870,successful,N***@gmail.com,******9870,87750.0,2025,December,Microwave,Home Appliances,45000
5753,1548,Christina Porter,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-10-24,4,Cash,0.25,ChristinaPorter@yahoo.com,7741683259,successful,C***@yahoo.com,******3259,195000.0,2025,October,Refrigerator,Home Appliances,65000
5754,1809,David Nelson,106,80000.0,Sofa,Furniture,online,Delhi,2026-03-27,5,Card,0.3,David3@gmail.com,7109432653,successful,D***@gmail.com,******2653,280000.0,2026,March,Sofa,Furniture,80000
5755,1096,Andrew Hardy,101,250000.0,Laptop,Electronics,online,Mumbai,2025-07-11,4,Cash,0.1,AndrewHardy@gmail.com,7032817372,successful,A***@gmail.com,******7372,900000.0,2025,July,Laptop,Electronics,250000
5756,1546,Misty Wyatt,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-04-30,2,UPI,0.3,MistyWyatt@gmail.com,9493903824,successful,M***@gmail.com,******3824,98000.0,2025,April,Phone,Electronics,70000
5757,1063,Renee Liu,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-05-30,4,NetBanking,0.35,ReneeLiu@outlook.com,9122470261,successful,R***@outlook.com,******0261,39000.0,2025,May,Mixer Grinder,Home Appliances,15000
5758,1260,Shawn Long,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-06-21,1,UPI,0.2,ShawnLong@yahoo.com,7734203547,successful,S***@yahoo.com,******3547,12000.0,2025,June,Mixer Grinder,Home Appliances,15000
5759,1893,Michael Gibbs,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-07-23,4,UPI,0.35,MichaelGibbs@outlook.com,6538450615,successful,M***@outlook.com,******0615,117000.0,2025,July,Microwave,Home Appliances,45000
5760,1544,Robert Moore,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-07-06,5,NetBanking,0.1,Robert67@gmail.com,9019432187,successful,R***@gmail.com,******2187,202500.0,2025,July,Microwave,Home Appliances,45000
5761,1475,Jeremiah Jensen,101,250000.0,Laptop,Electronics,offline,Delhi,2026-03-18,3,Card,0.2,Jeremiah94@gmail.com,8728285561,successful,J***@gmail.com,******5561,600000.0,2026,March,Laptop,Electronics,250000
5762,1336,Kelsey Ochoa,102,70000.0,Phone,Electronics,online,Hyderabad,2026-03-17,2,Cash,0.35,KelseyOchoa@gmail.com,8551635273,successful,K***@gmail.com,******5273,91000.0,2026,March,Phone,Electronics,70000
5763,1296,Calvin Powell,102,70000.0,Phone,Electronics,online,Mumbai,2026-03-21,5,NetBanking,0.1,CalvinPowell@outlook.com,8740587892,successful,C***@outlook.com,******7892,315000.0,2026,March,Phone,Electronics,70000
5764,1415,Jennifer Jackson,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-05-02,5,Cash,0.25,JenniferJackson@gmail.com,8986976693,successful,J***@gmail.com,******6693,56250.0,2025,May,Mixer Grinder,Home Appliances,15000
5765,1258,Erica Smith,101,250000.0,Laptop,Electronics,online,Bangalore,2025-05-16,5,Cash,0.2,EricaSmith@outlook.com,9268026842,successful,E***@outlook.com,******6842,1000000.0,2025,May,Laptop,Electronics,250000
5766,1742,Christopher Thompson,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-10-22,1,Card,0.05,ChristopherThompson@gmail.com,6399150053,successful,C***@gmail.com,******0053,47500.0,2025,October,Dining Table,Furniture,50000
5767,1817,Debra Jenkins,101,250000.0,Laptop,Electronics,online,Chennai,2025-08-06,4,Cash,0.1,DebraJenkins@outlook.com,6397883618,successful,D***@outlook.com,******3618,900000.0,2025,August,Laptop,Electronics,250000
5768,1116,Jennifer Dillon,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-10-12,3,UPI,0.35,JenniferDillon@yahoo.com,7396681619,successful,J***@yahoo.com,******1619,97500.0,2025,October,Dining Table,Furniture,50000
5769,1584,Megan Cruz,102,70000.0,Phone,Electronics,online,Mumbai,2026-03-27,2,Card,0.4,MeganCruz@yahoo.com,6988499564,successful,M***@yahoo.com,******9564,84000.0,2026,March,Phone,Electronics,70000
5770,1843,Alexander Lamb,102,70000.0,Phone,Electronics,online,Bangalore,2025-08-15,5,Cash,0.1,AlexanderLamb@outlook.com,9222395210,successful,A***@outlook.com,******5210,315000.0,2025,August,Phone,Electronics,70000
5771,1224,Diana Patel,105,45000.0,Tv,Electronics,online,Chennai,2026-01-03,1,UPI,0.35,DianaPatel@yahoo.com,6116186398,successful,D***@yahoo.com,******6398,29250.0,2026,January,TV,Electronics,45000
5772,1073,John Stone,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-04-14,3,Card,0.25,JohnStone@yahoo.com,9722917298,successful,J***@yahoo.com,******7298,112500.0,2026,April,Dining Table,Furniture,50000
5773,1559,Jason Johnson,106,80000.0,Sofa,Furniture,online,Delhi,2026-01-18,5,Cash,0.3,JasonJohnson@yahoo.com,9784486210,successful,J***@yahoo.com,******6210,280000.0,2026,January,Sofa,Furniture,80000
5774,1956,Pamela Fernandez,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-12-21,5,UPI,0.25,PamelaFernandez@outlook.com,8377011369,successful,P***@outlook.com,******1369,937500.0,2025,December,Laptop,Electronics,250000
5775,1287,Roy Mack,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-05-01,1,UPI,0.2,Roy27@gmail.com,7252704481,successful,R***@gmail.com,******4481,1040.0,2025,May,Shirt,Clothing,1300
5775,1287,Roy Mack,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-05-01,1,UPI,0.2,Roy27@gmail.com,7252704481,failed,R***@gmail.com,******4481,1040.0,2025,May,Shirt,Clothing,1300
5776,1521,Nicole Mills,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-09-29,3,UPI,0.4,Nicole23@gmail.com,7642099870,successful,N***@gmail.com,******9870,81000.0,2025,September,Microwave,Home Appliances,45000
5777,1790,Max Guzman,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-03-24,5,Card,0.2,MaxGuzman@yahoo.com,6081643912,successful,M***@yahoo.com,******3912,5200.0,2026,March,Shirt,Clothing,1300
5778,1404,John Greene,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-06-05,4,Cash,0.35,JohnGreene@yahoo.com,7317968784,successful,J***@yahoo.com,******8784,117000.0,2025,June,Microwave,Home Appliances,45000
5779,1493,Caitlin Wilson,102,70000.0,Phone,Electronics,offline,Mumbai,2026-02-09,1,NetBanking,0.05,CaitlinWilson@gmail.com,6484293936,successful,C***@gmail.com,******3936,66500.0,2026,February,Phone,Electronics,70000
5780,1884,Sandra Moore,106,80000.0,Sofa,Furniture,online,Delhi,2025-11-14,1,UPI,0.05,SandraMoore@yahoo.com,7933963923,successful,S***@yahoo.com,******3923,76000.0,2025,November,Sofa,Furniture,80000
5781,1704,Christina Williams,102,70000.0,Phone,Electronics,online,Mumbai,2025-04-19,2,UPI,0.05,ChristinaWilliams@outlook.com,8632807967,successful,C***@outlook.com,******7967,133000.0,2025,April,Phone,Electronics,70000
5782,1768,Matthew Harris,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-10-16,4,NetBanking,0.3,MatthewHarris@yahoo.com,7621492061,successful,M***@yahoo.com,******2061,182000.0,2025,October,Refrigerator,Home Appliances,65000
5783,1276,Thomas Williamson,105,45000.0,Tv,Electronics,online,Mumbai,2025-08-27,2,Card,0.15,ThomasWilliamson@outlook.com,9072614137,successful,T***@outlook.com,******4137,76500.0,2025,August,TV,Electronics,45000
5784,1261,Paul Jones,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-06-29,5,Card,0.1,Paul93@gmail.com,9277587004,successful,P***@gmail.com,******7004,36000.0,2025,June,Shoes,Clothing,8000
5785,1348,William Brown,106,80000.0,Sofa,Furniture,offline,Delhi,2025-08-16,1,Card,0.4,William26@gmail.com,7278544370,successful,W***@gmail.com,******4370,48000.0,2025,August,Sofa,Furniture,80000
5786,1115,Tina White,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-02-08,1,Card,0.05,TinaWhite@yahoo.com,9579249748,successful,T***@yahoo.com,******9748,14250.0,2026,February,Mixer Grinder,Home Appliances,15000
5787,1132,Sara Perez,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-10-23,2,UPI,0.15,SaraPerez@outlook.com,6810508923,successful,S***@outlook.com,******8923,110500.0,2025,October,Refrigerator,Home Appliances,65000
5788,1211,David Kelly,106,80000.0,Sofa,Furniture,offline,Chennai,2026-03-26,2,UPI,0.25,David27@gmail.com,7634086828,successful,D***@gmail.com,******6828,120000.0,2026,March,Sofa,Furniture,80000
5789,1697,Wanda Boyd,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-11-13,2,UPI,0.2,WandaBoyd@gmail.com,6638218002,successful,W***@gmail.com,******8002,80000.0,2025,November,Dining Table,Furniture,50000
5789,1697,Wanda Boyd,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-11-13,2,UPI,0.2,WandaBoyd@gmail.com,6638218002,failed,W***@gmail.com,******8002,80000.0,2025,November,Dining Table,Furniture,50000
5790,1103,Steven Martinez,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-04-12,5,Card,0.1,Steven81@gmail.com,6398895377,successful,S***@gmail.com,******5377,292500.0,2025,April,Refrigerator,Home Appliances,65000
5791,1876,Bonnie Cole,104,8000.0,Shoes,Clothing,online,Bangalore,2025-12-21,1,Card,0.3,BonnieCole@gmail.com,8822320223,successful,B***@gmail.com,******0223,5600.0,2025,December,Shoes,Clothing,8000
5792,1978,Carl Gardner,105,45000.0,Tv,Electronics,offline,Mumbai,2026-01-02,5,Cash,0.1,CarlGardner@outlook.com,8594147866,successful,C***@outlook.com,******7866,202500.0,2026,January,TV,Electronics,45000
5793,1520,Kelly Jordan,107,50000.0,Dining Table,Furniture,online,Chennai,2025-11-27,5,NetBanking,0.15,KellyJordan@outlook.com,6996203448,successful,K***@outlook.com,******3448,212500.0,2025,November,Dining Table,Furniture,50000
5794,1515,Judy Bishop,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-10-04,2,UPI,0.2,JudyBishop@outlook.com,9407546066,successful,J***@outlook.com,******6066,400000.0,2025,October,Laptop,Electronics,250000
5795,1683,Rachel King,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-11-09,3,UPI,0.35,Rachel70@gmail.com,6369841620,successful,R***@gmail.com,******1620,29250.0,2025,November,Mixer Grinder,Home Appliances,15000
5796,1853,Tiffany Watts,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-08-14,2,UPI,0.1,TiffanyWatts@outlook.com,7305750954,successful,T***@outlook.com,******0954,117000.0,2025,August,Refrigerator,Home Appliances,65000
5796,1853,Tiffany Watts,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-08-14,2,UPI,0.1,TiffanyWatts@outlook.com,7305750954,failed,T***@outlook.com,******0954,117000.0,2025,August,Refrigerator,Home Appliances,65000
5797,1027,Joseph Hunt,107,50000.0,Dining Table,Furniture,offline,Mumbai,2026-02-12,3,UPI,0.1,JosephHunt@outlook.com,7976981216,successful,J***@outlook.com,******1216,135000.0,2026,February,Dining Table,Furniture,50000
5798,1993,Samantha Lambert,106,80000.0,Sofa,Furniture,online,Bangalore,2025-04-27,1,Cash,0.4,SamanthaLambert@yahoo.com,6875173094,successful,S***@yahoo.com,******3094,48000.0,2025,April,Sofa,Furniture,80000
5799,1092,Darrell Hines,104,8000.0,Shoes,Clothing,offline,Chennai,2025-06-08,3,NetBanking,0.35,DarrellHines@outlook.com,6446065514,successful,D***@outlook.com,******5514,15600.0,2025,June,Shoes,Clothing,8000
5800,1176,Mallory Hernandez,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-05-19,3,Card,0.05,MalloryHernandez@gmail.com,7300478619,successful,M***@gmail.com,******8619,185250.0,2025,May,Refrigerator,Home Appliances,65000
